sku,product_name,selling_price,selling_date,quantity,discount_amount,total,net
29,MAYBELLINE COLOR SENSATIONAL VIVID HOT LACQUER 68 SASSY,1345.6,15/08/2025,14,0.0,18838.4,18838.4
18,MAYBELLINE FIT ME POWDER 340 CAPPUCCINO ,1255.4448,27/08/2025,12,0.0,15065.34,15065.34
27,MAYBELLINE BABY LIPS BALM CHERRY ME,336.4,12/08/2025,6,0.0,2018.4,2018.4
18,MAYBELLINE FIT ME POWDER 340 CAPPUCCINO ,1255.4448,23/08/2025,8,200.87,10043.56,9842.69
16,MAYBELLINE FIT ME MATTE AND PORELESS FOUNDATION,1255.4448,28/08/2025,20,0.0,25108.9,25108.9
34,Garnier Pure Active Intensive Spots,15105.7056,26/08/2025,8,0.0,120845.64,120845.64
37,L'Oreal Paris Age Perfect Eye Cream 15Ml,1391.3504,19/08/2025,4,111.31,5565.4,5454.09
6,Baby Love Anti-dandruffs,349.856,01/08/2025,1,0.0,349.86,349.86
18,MAYBELLINE FIT ME POWDER 340 CAPPUCCINO ,1255.4448,31/08/2025,9,225.98,11299.0,11073.02
30,MAYBELLINE COLOR SENSATIONAL VIVID HOT LACQUER 70 SO HOT,1345.6,25/08/2025,15,0.0,20184.0,20184.0
37,L'Oreal Paris Age Perfect Eye Cream 15Ml,1391.3504,14/08/2025,1,27.83,1391.35,1363.52
17,MAYBELLINE FIT ME POWDER 330 TOFFEE ,1255.4448,06/08/2025,15,376.63,18831.67,18455.04
8,Radiant Anti-dandruff,107.648,07/08/2025,9,19.38,968.83,949.45
31,Garnier Even & Matte Soft Smoothing Toner 125 Ml,1412.88,15/08/2025,12,0.0,16954.56,16954.56
34,Garnier Pure Active Intensive Spots,15105.7056,23/08/2025,13,3927.48,196374.17,192446.69
8,Radiant Anti-dandruff,107.648,14/08/2025,18,38.75,1937.66,1898.91
3,Angels Natural Locs,740.08,01/08/2025,16,236.83,11841.28,11604.45
32,Garnier Micellar Cleansing Water 400 Ml,2623.92,12/08/2025,15,787.18,39358.8,38571.62
20,MAYBELLINE FIT ME CONCEALER 30 CAFE,1076.48,22/08/2025,22,473.65,23682.56,23208.91
34,Garnier Pure Active Intensive Spots,15105.7056,11/08/2025,5,1510.57,75528.53,74017.96
27,MAYBELLINE BABY LIPS BALM CHERRY ME,336.4,11/08/2025,1,6.73,336.4,329.67
37,L'Oreal Paris Age Perfect Eye Cream 15Ml,1391.3504,20/08/2025,13,0.0,18087.56,18087.56
34,Garnier Pure Active Intensive Spots,15105.7056,04/08/2025,4,0.0,60422.82,60422.82
